Id,OS,Spendings,Subscribed
id05218,iOS,7682,0
id05219,Android,1265,0
id05220,Android,6113,1
id05221,Android,1608,0
id05222,Android,3599,0
id05223,Android,4646,1
id05224,Android,745,1
id05225,Android,1919,1
id05226,Android,159,0
id05227,Android,2067,1
id05228,Android,810,1
id05229,Other,1616,0
id05230,Android,592,0
id05231,Android,5173,1
id05232,iOS,8678,0
id05233,Other,3890,0
id05234,Android,3438,0
id05235,iOS,10368,0
id05236,Android,0,0
id05237,Android,987,1
id05238,iOS,8087,0
id05239,Android,3051,1
id05240,Android,0,1
id05241,Android,6883,1
id05242,Other,1740,0
id05243,iOS,10837,0
id05244,Android,5085,1
id05245,Android,2986,1
id05246,Android,2189,1
id05247,iOS,13728,1
id05248,Android,821,0
id05249,Other,5224,0
id05250,Other,3647,0
id05251,Other,594,0
id05252,Other,3159,0
id05253,iOS,12043,0
id05254,Other,4658,0
id05255,Other,0,1
id05256,Android,1315,1
id05257,Android,2589,0
id05258,iOS,11562,0
id05259,iOS,6590,0
id05260,Other,3062,1
id05261,Android,2346,1
id05262,Android,746,0
id05263,Android,3008,1
id05264,iOS,10476,0
id05265,iOS,11016,0
id05266,Android,0,1
id05267,iOS,9655,0
id05268,iOS,6581,0
id05269,iOS,7968,0
id05270,Other,2593,0
id05271,Android,591,1
id05272,iOS,11114,0
id05273,Android,183,1
id05274,Other,914,1
id05275,Android,4844,1
id05276,iOS,11089,0
id05277,Other,3212,0
id05278,Other,0,1
id05279,Other,1876,1
id05280,Other,3755,1
id05281,Android,3577,1
id05282,Other,3806,1
id05283,Android,1269,1
id05284,Android,3712,1
id05285,Android,2258,1
id05286,Android,6404,1
id05287,iOS,9509,0
id05288,iOS,11313,0
id05289,Android,673,1
id05290,Other,2385,0
id05291,Android,1837,1
id05292,Android,2162,1
id05293,iOS,7811,0
id05294,iOS,8582,0
id05295,Android,4865,1
id05296,iOS,11454,0
id05297,iOS,10021,1
id05298,Other,2732,0
id05299,Android,0,1
id05300,iOS,11646,0
id05301,iOS,7181,1
id05302,Other,4129,1
id05303,Other,1976,0
id05304,Android,1344,1
id05305,Other,7069,0
id05306,Android,3130,1
id05307,iOS,10915,0
id05308,iOS,9258,0
id05309,Other,2105,0
id05310,Other,1782,0
id05311,iOS,9285,0
id05312,iOS,11259,0
id05313,iOS,8035,0
id05314,Android,2672,1
id05315,Android,3109,1
id05316,iOS,8467,0
id05317,Android,1890,0
id05318,iOS,9400,0
id05319,Other,2386,0
id05320,Android,2360,1
id05321,Android,1019,1
id05322,iOS,9951,0
id05323,Android,69,0
id05324,Other,6559,1
id05325,Other,6625,1
id05326,Other,1007,0
id05327,iOS,10428,0
id05328,Android,0,1
id05329,Android,1033,0
id05330,iOS,7236,0
id05331,iOS,7887,1
id05332,Other,3266,0
id05333,Android,0,1
id05334,Other,3400,0
id05335,Android,2611,1
id05336,Other,3451,0
id05337,Android,2286,1
id05338,Android,5076,1
id05339,Android,1348,1
id05340,Other,4422,0
id05341,iOS,10484,1
id05342,iOS,8281,0
id05343,iOS,11527,0
id05344,iOS,11387,0
id05345,iOS,11924,0
id05346,iOS,8669,1
id05347,iOS,11273,0
id05348,iOS,12030,0
id05349,iOS,13468,0
id05350,Android,3159,1
id05351,Android,1113,1
id05352,Other,1819,0
id05353,Other,526,1
id05354,Other,1839,1
id05355,Other,5787,0
id05356,Android,3415,1
id05357,Android,373,1
id05358,Other,273,0
id05359,Android,2586,1
id05360,Android,0,1
id05361,Android,2123,1
id05362,Android,0,1
id05363,iOS,8978,1
id05364,iOS,9904,0
id05365,Other,2542,0
id05366,Other,1545,1
id05367,Other,2668,0
id05368,Android,3211,0
id05369,Other,3693,0
id05370,Android,1758,1
id05371,iOS,12387,0
id05372,Android,1790,1
id05373,Other,3645,0
id05374,Other,2036,1
id05375,iOS,9468,1
id05376,Android,827,1
id05377,Other,5670,1
id05378,Other,0,0
id05379,Other,4108,0
id05380,Android,0,0
id05381,Other,4241,0
id05382,iOS,13984,0
id05383,Android,2869,1
id05384,Other,4374,0
id05385,Android,0,1
id05386,Other,2798,0
id05387,Android,2166,0
id05388,iOS,10233,0
id05389,iOS,10537,0
id05390,iOS,14234,0
id05391,iOS,9106,1
id05392,Other,1859,0
id05393,Other,5378,1
id05394,Other,4175,0
id05395,Android,1276,1
id05396,Other,2664,0
id05397,Android,0,0
id05398,Other,2651,1
id05399,Android,2297,1
id05400,Other,284,0
id05401,iOS,11189,0
id05402,Other,0,0
id05403,iOS,9760,0
id05404,Android,2889,0
id05405,Android,1825,0
id05406,Other,0,0
id05407,Android,2735,1
id05408,iOS,11975,0
id05409,Android,3878,1
id05410,Other,4717,1
id05411,Other,5136,0
id05412,Other,3665,1
id05413,Other,2386,1
id05414,Android,0,1
id05415,Android,1594,0
id05416,iOS,7728,1
id05417,iOS,12626,1
id05418,Other,2232,0
id05419,iOS,7884,1
id05420,iOS,13791,1
id05421,Android,3678,0
id05422,iOS,12983,0
id05423,Android,2441,1
id05424,iOS,11033,1
id05425,Android,828,1
id05426,iOS,9827,0
id05427,Android,1233,0
id05428,Android,3012,1
id05429,Android,1151,1
id05430,Other,1179,1
id05431,Android,1797,1
id05432,Android,3040,1
id05433,Android,492,1
id05434,Android,1361,1
id05435,Other,0,0
id05436,iOS,7045,0
id05437,Other,1153,0
id05438,Android,3233,1
id05439,Android,2251,1
id05440,Android,712,1
id05441,Other,3541,1
id05442,Android,3013,1
id05443,Android,3992,1
id05444,iOS,9627,0
id05445,iOS,7230,1
id05446,Android,1363,1
id05447,Android,3466,1
id05448,iOS,11634,1
id05449,Android,0,1
id05450,Android,4358,1
id05451,Android,3155,1
id05452,Android,2079,0
id05453,Other,2178,1
id05454,Other,3189,0
id05455,iOS,9464,0
id05456,Android,1129,1
id05457,Android,174,0
id05458,iOS,10654,1
id05459,Android,2030,1
id05460,iOS,7090,0
id05461,Other,4787,0
id05462,Android,1870,1
id05463,Android,2905,0
id05464,Android,0,0
id05465,iOS,8745,1
id05466,Other,1465,0
id05467,iOS,12286,0
id05468,iOS,10075,0
id05469,iOS,11783,0
id05470,Other,5580,0
id05471,Android,3334,1
id05472,iOS,12001,1
id05473,Android,0,0
id05474,Other,363,0
id05475,Android,3075,1
id05476,Other,2638,1
id05477,Other,6466,0
id05478,Android,2756,0
id05479,Other,1544,1
id05480,Android,2025,1
id05481,Android,2086,1
id05482,iOS,11988,0
id05483,Android,204,1
id05484,iOS,10126,1
id05485,iOS,12689,1
id05486,iOS,7642,0
id05487,Android,1824,1
id05488,Android,638,1
id05489,Android,4706,1
id05490,Android,3311,1
id05491,Other,4595,1
id05492,Other,3293,0
id05493,iOS,10463,1
id05494,Android,5564,0
id05495,Android,2716,0
id05496,Other,416,1
id05497,Android,945,1
id05498,Android,0,0
id05499,Other,3620,1
id05500,Other,4590,1
id05501,Other,2882,1
id05502,iOS,11084,0
id05503,Android,4600,0
id05504,Other,4569,0
id05505,iOS,9805,0
id05506,Android,1001,1
id05507,Android,2659,1
id05508,Android,0,1
id05509,Other,6272,0
id05510,Other,4699,0
id05511,iOS,10336,0
id05512,Android,1859,0
id05513,Android,399,0
id05514,Other,0,0
id05515,iOS,6463,1
id05516,Android,0,1
id05517,Android,2142,1
id05518,iOS,9770,1
id05519,iOS,13395,0
id05520,Android,2186,0
id05521,Android,254,1
id05522,Android,2600,1
id05523,iOS,11652,1
id05524,Android,2972,1
id05525,iOS,9603,0
id05526,Android,3295,1
id05527,Other,2069,0
id05528,Android,0,0
id05529,Android,4009,1
id05530,Android,1841,0
id05531,iOS,12645,0
id05532,Android,540,0
id05533,iOS,11955,0
id05534,Android,0,1
id05535,Android,1630,1
id05536,Android,207,1
id05537,Android,4315,0
id05538,Android,6089,1
id05539,Android,104,0
id05540,iOS,8913,1
id05541,Android,1419,1
id05542,Other,3941,0
id05543,iOS,7948,0
id05544,iOS,14691,1
id05545,iOS,10534,0
id05546,iOS,12568,0
id05547,iOS,6569,0
id05548,iOS,7146,0
id05549,Android,5664,1
id05550,Other,2019,0
id05551,iOS,7790,0
id05552,Android,990,1
id05553,iOS,12996,0
id05554,iOS,9376,0
id05555,iOS,9437,0
id05556,Android,2294,1
id05557,Android,2136,0
id05558,Android,1692,0
id05559,Android,2263,1
id05560,Other,1821,1
id05561,Other,0,1
id05562,Other,871,0
id05563,Android,457,0
id05564,Other,4152,1
id05565,Android,2963,1
id05566,iOS,8343,0
id05567,Android,281,0
id05568,Android,2857,1
id05569,Other,6781,0
id05570,Other,4585,0
id05571,Other,4871,1
id05572,Android,0,1
id05573,iOS,14108,0
id05574,Other,4266,1
id05575,Other,4713,0
id05576,Android,1293,1
id05577,iOS,9434,0
id05578,Android,5844,1
id05579,Android,3522,1
id05580,Other,3003,0
id05581,iOS,10339,0
id05582,Android,2834,1
id05583,Android,226,1
id05584,Android,826,1
id05585,iOS,9005,0
id05586,Android,3367,0
id05587,Android,0,1
id05588,Other,0,1
id05589,Other,4329,0
id05590,Other,4562,1
id05591,iOS,11828,1
id05592,Android,3339,1
id05593,Android,2554,0
id05594,Android,473,0
id05595,Other,807,0
id05596,iOS,12601,0
id05597,iOS,9403,0
id05598,Other,3253,0
id05599,Android,788,0
id05600,Other,917,0
id05601,Other,0,0
id05602,Android,1834,1
id05603,Other,3668,0
id05604,Android,1070,1
id05605,Android,734,1
id05606,Android,4223,1
id05607,Android,1074,0
id05608,Android,0,1
id05609,iOS,7889,0
id05610,Other,2341,1
id05611,iOS,10154,1
id05612,Android,1165,1
id05613,Other,3714,0
id05614,Other,5586,1
id05615,iOS,12146,1
id05616,Android,1907,1
id05617,Other,2039,0
id05618,Android,741,1
id05619,iOS,9474,1
id05620,Android,3744,1
id05621,Android,1181,1
id05622,Android,939,0
id05623,Other,8396,0
id05624,iOS,12631,0
id05625,Other,2968,0
id05626,Android,4317,1
id05627,Other,1676,0
id05628,Android,5415,1
id05629,iOS,9352,0
id05630,Other,6451,0
id05631,Android,6342,1
id05632,Android,452,0
id05633,Android,1740,1
id05634,iOS,12621,0
id05635,Android,2706,0
id05636,Other,4440,0
id05637,Android,2536,0
id05638,Other,1786,1
id05639,Android,335,1
id05640,Android,4645,0
id05641,Other,5337,0
id05642,iOS,10278,0
id05643,Other,2883,1
id05644,iOS,10452,0
id05645,Other,2098,0
id05646,iOS,10916,0
id05647,iOS,15171,0
id05648,iOS,9879,0
id05649,Other,6631,0
id05650,Android,1593,1
id05651,Other,5480,0
id05652,Other,4073,0
id05653,Other,1293,1
id05654,Android,0,1
id05655,iOS,12393,0
id05656,Other,5602,1
id05657,Android,5269,0
id05658,iOS,8798,1
id05659,iOS,11144,1
id05660,Android,0,0
id05661,Android,137,1
id05662,iOS,7837,0
id05663,Android,2579,1
id05664,Android,229,1
id05665,Android,4848,1
id05666,iOS,12035,0
id05667,Android,3360,1
id05668,iOS,7989,0
id05669,Other,6371,0
id05670,Android,4146,1
id05671,iOS,10452,0
id05672,Android,1558,1
id05673,Android,2492,0
id05674,iOS,9440,0
id05675,Other,4352,1
id05676,Android,2408,0
id05677,Other,5735,0
id05678,Android,287,1
id05679,Android,3479,1
id05680,Other,1891,0
id05681,iOS,11047,0
id05682,iOS,11054,0
id05683,iOS,7465,0
id05684,Other,4064,0
id05685,Other,2720,0
id05686,Android,1111,1
id05687,iOS,11911,0
id05688,iOS,7540,1
id05689,Android,1052,1
id05690,iOS,7786,0
id05691,Android,669,1
id05692,Other,2790,0
id05693,Android,350,0
id05694,Android,364,1
id05695,iOS,8228,0
id05696,Other,4701,1
id05697,iOS,9601,0
id05698,iOS,9918,0
id05699,iOS,14428,0
id05700,iOS,8923,0
id05701,Android,1579,1
id05702,Android,0,0
id05703,Other,1660,0
id05704,Other,6303,0
id05705,Android,1291,1
id05706,iOS,10768,1
id05707,Android,3646,0
id05708,Other,5054,1
id05709,Other,4822,0
id05710,Other,1301,1
id05711,Android,0,0
id05712,iOS,7753,0
id05713,Other,1762,1
id05714,iOS,9428,0
id05715,iOS,13234,0
id05716,iOS,9327,0
id05717,Android,1083,1
id05718,Other,4471,0
id05719,iOS,7270,0
id05720,Android,1333,1
id05721,Android,1599,1
id05722,Android,3699,1
id05723,iOS,11211,0
id05724,Android,0,1
id05725,Other,4774,0
id05726,Android,0,0
id05727,Android,2737,0
id05728,Android,505,0
id05729,Android,0,1
id05730,Other,3286,0
id05731,Other,1710,1
id05732,Other,642,1
id05733,iOS,12012,0
id05734,Android,2178,1
id05735,iOS,13168,0
id05736,Android,3877,0
id05737,Other,5414,0
id05738,Other,5394,1
id05739,Other,3393,0
id05740,Android,10,1
id05741,Other,5002,1
id05742,Android,0,1
id05743,Android,3326,1
id05744,iOS,9588,1
id05745,Other,3962,0
id05746,Other,2724,1
id05747,iOS,8571,0
id05748,Android,3514,1
id05749,Android,2159,1
id05750,Other,2730,0
id05751,Other,2910,1
id05752,Other,2579,0
id05753,Other,1331,0
id05754,Other,4167,1
id05755,Android,2787,0
id05756,Android,0,0
id05757,iOS,10374,0
id05758,iOS,11953,0
id05759,Android,3637,1
id05760,Android,0,1
id05761,iOS,4519,0
id05762,iOS,9941,0
id05763,iOS,12284,0
id05764,iOS,10089,0
id05765,Other,5063,1
id05766,Other,1050,0
id05767,Other,0,0
id05768,Other,4190,1
id05769,Other,1479,1
id05770,Android,142,1
id05771,Android,930,0
id05772,Android,150,1
id05773,Android,0,1
id05774,Android,2482,1
id05775,Android,2222,1
id05776,iOS,10942,0
id05777,iOS,8236,0
id05778,Other,6309,1
id05779,Other,7437,1
id05780,Android,3580,0
id05781,Other,2968,0
id05782,iOS,8917,0
id05783,Android,1914,1
id05784,iOS,7651,0
id05785,Android,1903,0
id05786,Other,1134,1
id05787,iOS,8907,0
id05788,iOS,8120,0
id05789,Other,1324,0
id05790,Android,0,1
id05791,Android,0,1
id05792,Android,3043,1
id05793,iOS,8621,0
id05794,Android,6300,1
id05795,Android,1352,0
id05796,Other,2833,0
id05797,iOS,11376,1
id05798,iOS,9295,0
id05799,Other,3384,0
id05800,Android,6220,1
id05801,Android,0,0
id05802,iOS,9858,1
id05803,Other,5277,1
id05804,Android,2385,1
id05805,Android,7359,1
id05806,Android,456,1
id05807,Android,1937,1
id05808,Android,3746,1
id05809,Other,0,0
id05810,iOS,8960,0
id05811,Other,2409,0
id05812,iOS,12781,0
id05813,Other,2331,0
id05814,Other,2355,1
id05815,Other,5384,0
id05816,Other,284,0
id05817,Other,2802,0
id05818,iOS,12540,0
id05819,Android,33,1
id05820,Android,3749,1
id05821,Other,3327,0
id05822,Other,3204,0
id05823,Android,2160,1
id05824,Other,3639,1
id05825,Android,0,1
id05826,Other,1459,0
id05827,iOS,9543,0
id05828,iOS,9871,0
id05829,Android,2180,0
id05830,Android,0,1
id05831,iOS,10117,0
id05832,Other,6541,1
id05833,Android,3192,0
id05834,Android,5114,0
id05835,iOS,8386,1
id05836,iOS,9760,0
id05837,Other,3291,0
id05838,Android,3358,1
id05839,iOS,10940,1
id05840,Android,3525,1
id05841,iOS,10629,0
id05842,Android,2489,0
id05843,Other,4071,1
id05844,Other,70,0
id05845,Android,960,0
id05846,Android,3319,1
id05847,iOS,11287,0
id05848,Other,1540,0
id05849,iOS,12054,1
id05850,iOS,10490,0
id05851,iOS,4113,1
id05852,Other,1605,0
id05853,Android,0,1
id05854,Android,2079,0
id05855,Android,4513,0
id05856,Android,4039,1
id05857,Other,3542,1
id05858,Android,2525,1
id05859,Other,2527,1
id05860,Android,0,0
id05861,Other,3105,0
id05862,Android,2023,1
id05863,Other,4873,0
id05864,iOS,9958,1
id05865,Android,1582,1
id05866,Other,2628,0
id05867,Android,4146,1
id05868,Other,2501,0
id05869,iOS,10395,0
id05870,Android,2198,1
id05871,Other,4552,1
id05872,Android,5247,0
id05873,Android,2360,1
id05874,Other,5972,1
id05875,iOS,8731,1
id05876,Android,0,0
id05877,iOS,13152,0
id05878,Android,5562,1
id05879,iOS,11458,0
id05880,Other,2219,0
id05881,Android,1020,1
id05882,Other,4174,0
id05883,iOS,10028,1
id05884,Android,767,1
id05885,iOS,10631,0
id05886,Other,1528,0
id05887,iOS,10537,0
id05888,Android,1937,0
id05889,Other,4639,0
id05890,Other,3477,0
id05891,iOS,8882,1
id05892,Android,1580,0
id05893,iOS,12269,0
id05894,Android,2741,0
id05895,Android,5298,1
id05896,Other,1953,1
id05897,iOS,6966,0
id05898,Android,1404,1
id05899,Other,983,1
id05900,Android,0,1
id05901,Android,3605,1
id05902,Other,3043,0
id05903,iOS,8012,1
id05904,Other,2826,1
id05905,Other,4258,0
id05906,Android,3153,1
id05907,Android,2592,0
id05908,iOS,10882,0
id05909,Android,308,1
id05910,Android,2687,1
id05911,iOS,9772,1
id05912,iOS,7581,0
id05913,Android,3011,1
id05914,iOS,6879,1
id05915,Android,4695,1
id05916,Other,2655,0
id05917,iOS,7117,0
id05918,iOS,6963,0
id05919,Other,3022,1
id05920,Android,4325,1
id05921,iOS,6368,0
id05922,iOS,8289,1
id05923,Other,4922,0
id05924,Android,1843,1
id05925,Android,1409,1
id05926,Android,7006,1
id05927,iOS,9000,0
id05928,Android,5118,1
id05929,Android,1676,0
id05930,Android,1337,1
id05931,Android,2084,1
id05932,iOS,9707,0
id05933,Android,5668,1
id05934,iOS,9585,0
id05935,Android,2516,1
id05936,iOS,13529,0
id05937,Other,2701,0
id05938,Android,1430,1
id05939,Android,667,1
id05940,iOS,9857,0
id05941,Other,841,0
id05942,Android,6891,0
id05943,Android,0,1
id05944,Other,2220,0
id05945,Other,0,1
id05946,iOS,6303,0
id05947,Android,0,1
id05948,iOS,7592,0
id05949,iOS,9498,0
id05950,Other,3813,0
id05951,Other,0,0
id05952,Android,99,1
id05953,Android,1884,1
id05954,Other,4391,1
id05955,iOS,8933,1
id05956,Other,5829,1
id05957,iOS,8298,1
id05958,iOS,9561,0
id05959,Other,6172,1
id05960,iOS,6662,0
id05961,Android,4065,1
id05962,Other,3732,0
id05963,iOS,9870,0
id05964,iOS,11346,0
id05965,Android,2022,1
id05966,iOS,9699,1
id05967,Other,3657,0
id05968,Android,0,0
id05969,Other,2198,1
id05970,Android,0,1
id05971,Android,2138,1
id05972,Android,5709,1
id05973,Android,983,1
id05974,Other,1366,1
id05975,Android,243,1
id05976,Android,2909,0
id05977,iOS,10286,1
id05978,Android,2061,0
id05979,iOS,11898,1
id05980,Android,2965,1
id05981,Android,2194,1
id05982,Android,2340,1
id05983,iOS,9955,0
id05984,Android,1496,0
id05985,iOS,12715,1
id05986,Android,3641,1
id05987,iOS,10665,1
id05988,iOS,8739,0
id05989,Android,19,1
id05990,Other,5320,1
id05991,iOS,6737,1
id05992,iOS,9799,0
id05993,Android,0,1
id05994,Other,1793,0
id05995,Other,2583,1
id05996,iOS,11218,1
id05997,iOS,8979,0
id05998,Android,2340,1
id05999,Other,6367,0
id06000,Other,603,0
id06001,Android,1731,1
id06002,iOS,7803,1
id06003,Other,2184,1
id06004,Android,3376,1
id06005,iOS,10270,0
id06006,Other,4980,0
id06007,Android,2302,0
id06008,Android,4847,1
id06009,iOS,10314,0
id06010,iOS,10029,0
id06011,Android,0,1
id06012,Android,4166,1
id06013,Android,2473,0
id06014,Other,2095,1
id06015,Other,4531,0
id06016,Android,0,1
id06017,Android,2228,1
id06018,Android,2406,1
id06019,Android,875,1
id06020,iOS,11792,0
id06021,iOS,6303,0
id06022,Other,3078,0
id06023,Android,1532,1
id06024,Android,726,1
id06025,Android,5775,0
id06026,Other,3567,0
id06027,Android,2842,1
id06028,Android,4552,1
id06029,iOS,7824,1
id06030,Other,4459,1
id06031,Android,0,0
id06032,iOS,7808,0
id06033,Other,724,0
id06034,Android,550,1
id06035,iOS,6135,0
id06036,Other,5587,1
id06037,Android,1579,0
id06038,Other,4184,1
id06039,Android,2906,1
id06040,iOS,9353,1
id06041,Android,2070,1
id06042,Android,6235,1
id06043,Other,4516,0
id06044,Android,2988,1
id06045,Other,4376,0
id06046,iOS,2155,1
id06047,Other,2908,1
id06048,Android,603,1
id06049,Android,3641,1
id06050,Other,777,1
id06051,Android,3971,0
id06052,Android,4542,1
id06053,Android,1882,1
id06054,Android,1404,0
id06055,Other,0,0
id06056,Other,3137,0
id06057,Other,5077,1
id06058,Android,2662,1
id06059,iOS,12828,0
id06060,Other,5706,0
id06061,Other,568,0
id06062,Android,1636,1
id06063,iOS,7991,0
id06064,Other,4257,0
id06065,Other,4893,0
id06066,Android,607,0
id06067,Other,3553,0
id06068,Android,1202,1
id06069,Other,1218,0
id06070,Android,0,1
id06071,Android,0,1
id06072,Other,1334,0
id06073,iOS,10126,0
id06074,Other,1488,0
id06075,Other,3863,0
id06076,iOS,8463,1
id06077,iOS,7120,0
id06078,Android,0,0
id06079,Android,0,1
id06080,iOS,10880,0
id06081,Other,2924,1
id06082,Android,4464,1
id06083,Android,3796,1
id06084,iOS,10744,0
id06085,Android,3435,1
id06086,Other,3288,0
id06087,Other,2486,1
id06088,Android,3817,0
id06089,Other,652,0
id06090,Other,4239,1
id06091,Other,3833,0
id06092,Android,0,1
id06093,iOS,8901,1
id06094,Android,1891,1
id06095,iOS,10725,0
id06096,iOS,12473,0
id06097,Android,823,1
id06098,Android,0,1
id06099,Android,2148,0
id06100,Other,2096,0
id06101,Other,4203,1
id06102,iOS,9215,1
id06103,iOS,9724,0
id06104,iOS,9040,0
id06105,Android,2561,1
id06106,Android,3054,1
id06107,Android,2539,0
id06108,Other,1503,0
id06109,Other,1626,1
id06110,Android,0,1
id06111,Android,2978,1
id06112,Other,0,1
id06113,Other,2605,0
id06114,Android,2437,1
id06115,Android,2755,0
id06116,iOS,9380,1
id06117,Android,3347,0
id06118,Other,7422,1
id06119,Other,2318,1
id06120,Other,3764,1
id06121,Other,8781,0
id06122,Android,669,1
id06123,Android,5013,0
id06124,iOS,10178,1
id06125,Android,568,0
id06126,Android,0,1
id06127,Android,400,1
id06128,iOS,11306,0
id06129,Android,4121,1
id06130,iOS,12597,0
id06131,iOS,8305,0
id06132,Android,1124,0
id06133,Android,6688,1
id06134,Other,3293,1
id06135,Android,1158,0
id06136,Android,0,1
id06137,Android,4611,1
id06138,Other,0,0
id06139,iOS,6253,0
id06140,iOS,8843,0
id06141,Other,1437,1
id06142,Other,3709,0
id06143,Android,2989,0
id06144,Other,5257,0
id06145,iOS,7075,0
id06146,iOS,9175,0
id06147,iOS,9462,0
id06148,Other,6488,0
id06149,Android,3120,1
id06150,iOS,8673,0
id06151,Other,4645,0
id06152,Android,2272,1
id06153,Other,5017,1
id06154,iOS,9080,0
id06155,Android,0,1
id06156,iOS,9900,0
id06157,Android,0,1
id06158,Other,2943,1
id06159,Android,2533,1
id06160,iOS,9530,0
id06161,Android,3538,1
id06162,Other,0,0
id06163,iOS,11482,0
id06164,iOS,13825,0
id06165,Other,0,0
id06166,Other,4246,0
id06167,iOS,12512,0
id06168,Other,2966,0
id06169,iOS,5971,1
id06170,Android,3225,1
id06171,Android,4374,1
id06172,Android,845,1
id06173,iOS,9123,0
id06174,iOS,8697,0
id06175,Android,503,0
id06176,iOS,11547,0
id06177,iOS,11076,0
id06178,iOS,11279,1
id06179,Android,698,0
id06180,iOS,9895,1
id06181,Android,1886,1
id06182,iOS,10466,0
id06183,Other,948,1
id06184,iOS,9766,0
id06185,iOS,10791,0
id06186,Android,2774,0
id06187,Android,1439,1
id06188,Android,1811,0
id06189,Other,3618,0
id06190,iOS,11737,0
id06191,Android,2802,0
id06192,Android,805,1
id06193,iOS,7852,0
id06194,iOS,10394,0
id06195,Android,2906,0
id06196,iOS,10369,0
id06197,Other,3581,0
id06198,iOS,6852,1
id06199,Other,3066,0
id06200,Other,6038,0
id06201,Other,3977,1
id06202,iOS,9676,0
id06203,Other,4426,0
id06204,Android,406,0
id06205,Other,3160,0
id06206,Android,2580,1
id06207,Android,0,0
id06208,Android,8373,1
id06209,Android,0,1
id06210,Other,5894,0
id06211,Other,1349,0
id06212,Android,1509,1
id06213,Android,4590,1
id06214,Android,0,1
id06215,iOS,11184,0
id06216,Other,4220,1
id06217,iOS,11163,0
id06218,Other,3799,1
id06219,iOS,7652,0
id06220,iOS,9141,0
id06221,Android,2798,0
id06222,Other,419,0
id06223,Android,1745,1
id06224,Android,240,1
id06225,Other,2785,1
id06226,Other,6849,0
id06227,iOS,5604,1
id06228,iOS,10785,0
id06229,iOS,12342,0
id06230,iOS,9156,0
id06231,Other,6020,0
id06232,iOS,5313,0
id06233,Android,2330,1
id06234,Other,1763,0
id06235,Other,2224,1
id06236,Android,1632,1
id06237,Android,0,1
id06238,Other,6060,0
id06239,Other,0,0
id06240,Android,1685,1
id06241,Android,4475,1
id06242,Android,1963,1
id06243,iOS,9609,0
id06244,iOS,9187,0
id06245,Other,3082,1
id06246,Other,57,0
id06247,iOS,10165,0
id06248,iOS,9423,0
id06249,iOS,9059,0
id06250,Other,3518,0
id06251,Android,0,1
id06252,Android,460,1
id06253,iOS,7930,0
id06254,iOS,9443,1
id06255,Android,2154,1
id06256,iOS,8657,0
id06257,Other,0,0
id06258,Android,0,1
id06259,iOS,8717,1
id06260,Android,5209,0
id06261,Other,601,0
id06262,Android,2014,1
id06263,Other,6094,0
id06264,Other,2382,0
id06265,Other,2402,1
id06266,Android,2372,0
id06267,Android,833,1
id06268,Other,20,0
id06269,iOS,10083,0
id06270,Android,4317,1
id06271,Android,3518,1
id06272,iOS,8462,0
id06273,Android,2699,0
id06274,iOS,7150,0
id06275,iOS,11226,1
id06276,Other,191,0
id06277,Other,4201,0
id06278,Other,2194,0
id06279,Other,3941,0
id06280,iOS,6939,0
id06281,Android,1964,1
id06282,Android,2578,1
id06283,Other,1763,1
id06284,iOS,8185,0
id06285,iOS,9449,0
id06286,Android,0,1
id06287,Other,1442,0
id06288,iOS,6568,0
id06289,Android,6615,1
id06290,Android,3547,0
id06291,Other,3471,0
id06292,Android,502,0
id06293,Android,3827,1
id06294,Other,2158,1
id06295,iOS,13178,0
id06296,Other,4330,1
id06297,Android,7890,1
id06298,Android,1663,1
id06299,Other,6127,1
id06300,Android,1651,0
id06301,iOS,12257,0
id06302,Other,114,1
id06303,Android,1049,1
id06304,Android,5179,1
id06305,Android,3888,0
id06306,Android,0,1
id06307,Other,2506,0
id06308,Android,0,1
id06309,Android,3394,1
id06310,iOS,10246,0
id06311,Android,4594,1
id06312,Other,2391,0
id06313,iOS,11530,0
id06314,Other,4861,1
id06315,Other,3489,0
id06316,Other,1944,0
id06317,Other,4665,0
id06318,Android,3829,1
id06319,iOS,12748,0
id06320,iOS,14611,0
id06321,Other,4758,1
id06322,Other,3670,0
id06323,Android,2558,1
id06324,Android,1659,1
id06325,Other,4089,1
id06326,Other,2015,0
id06327,Other,4557,0
id06328,Other,5240,0
id06329,iOS,13156,1
id06330,iOS,9795,1
id06331,Other,2075,0
id06332,iOS,8408,0
id06333,iOS,8588,0
id06334,iOS,8686,0
id06335,Other,4431,1
id06336,Android,2193,0
id06337,iOS,9365,0
id06338,Android,1849,1
id06339,Other,3296,0
id06340,Other,3035,0
id06341,Other,1151,0
id06342,Android,0,1
id06343,iOS,9636,0
id06344,iOS,12854,0
id06345,Android,1574,1
id06346,Other,2835,0
id06347,Android,3629,1
id06348,Android,1442,1
id06349,Other,3097,1
id06350,Other,1368,0
id06351,Android,2698,0
id06352,Android,2699,1
id06353,Other,4317,0
id06354,iOS,14109,0
id06355,Android,526,1
id06356,Other,6583,1
id06357,iOS,10912,0
id06358,Other,2851,1
id06359,Android,0,1
id06360,Other,1232,0
id06361,Other,0,0
id06362,Android,954,1
id06363,iOS,7618,0
id06364,Other,2482,1
id06365,Other,108,0
id06366,Android,0,1
id06367,Android,2034,1
id06368,Android,4692,1
id06369,Android,4562,0
id06370,iOS,11499,1
id06371,Android,3991,1
