Id,Age,Gender,Purchased
id43013,25+,Male,No
id43014,<25,Female,No
id43015,<25,Male,No
id43016,25+,Female,No
id43017,<25,Female,No
id43018,<25,Female,Yes
id43019,<25,Male,No
id43020,<25,Female,Yes
id43021,<25,Female,No
id43022,<25,Male,No
id43023,25+,Male,No
id43024,<25,Male,Yes
id43025,<25,Male,No
id43026,<25,Female,No
id43027,<25,Female,No
id43028,<25,Female,No
id43029,<25,Male,No
id43030,<25,Male,No
id43031,<25,Female,No
id43032,<25,Male,No
id43033,25+,Female,No
id43034,<25,Male,No
id43035,25+,Male,No
id43036,<25,Male,No
id43037,<25,Male,Yes
id43038,<25,Female,No
id43039,<25,Female,Yes
id43040,<25,Male,No
id43041,<25,Male,No
id43042,<25,Female,No
id43043,25+,Female,No
id43044,<25,Male,No
id43045,<25,Male,No
id43046,<25,Female,No
id43047,<25,Female,Yes
id43048,25+,Male,No
id43049,25+,Male,No
id43050,<25,Female,No
id43051,<25,Male,No
id43052,<25,Female,No
id43053,25+,Female,No
id43054,<25,Female,No
id43055,<25,Male,No
id43056,<25,Male,No
id43057,<25,Female,No
id43058,<25,Male,No
id43059,<25,Male,No
id43060,<25,Female,Yes
id43061,<25,Female,No
id43062,25+,Female,No
id43063,<25,Female,Yes
id43064,<25,Male,No
id43065,25+,Male,No
id43066,25+,Male,No
id43067,<25,Male,No
id43068,<25,Female,No
id43069,<25,Male,No
id43070,<25,Female,Yes
id43071,<25,Male,No
id43072,<25,Female,No
id43073,<25,Female,No
id43074,<25,Male,No
id43075,25+,Female,No
id43076,<25,Male,No
id43077,<25,Male,No
id43078,<25,Female,No
id43079,<25,Male,No
id43080,25+,Female,No
id43081,<25,Male,Yes
id43082,25+,Female,No
id43083,<25,Female,No
id43084,<25,Female,No
id43085,25+,Female,No
id43086,<25,Male,No
id43087,<25,Male,No
id43088,<25,Female,No
id43089,<25,Female,No
id43090,<25,Male,Yes
id43091,25+,Female,No
id43092,25+,Female,No
id43093,<25,Female,Yes
id43094,25+,Male,No
id43095,<25,Male,No
id43096,25+,Female,No
id43097,25+,Male,No
id43098,<25,Female,No
id43099,<25,Male,No
id43100,<25,Male,No
id43101,<25,Female,No
id43102,<25,Female,No
id43103,<25,Male,Yes
id43104,<25,Female,No
id43105,<25,Female,Yes
id43106,<25,Male,No
id43107,25+,Male,No
id43108,25+,Male,No
id43109,<25,Female,No
id43110,<25,Female,No
id43111,<25,Male,Yes
id43112,25+,Male,No
id43113,<25,Male,No
id43114,<25,Female,No
id43115,<25,Female,No
id43116,<25,Female,No
id43117,<25,Male,No
id43118,<25,Female,No
id43119,<25,Male,No
id43120,<25,Female,No
id43121,25+,Female,No
id43122,25+,Male,No
id43123,<25,Male,No
id43124,<25,Female,No
id43125,<25,Male,No
id43126,<25,Female,No
id43127,<25,Female,No
id43128,25+,Male,No
id43129,<25,Male,No
id43130,25+,Female,No
id43131,25+,Male,No
id43132,25+,Male,No
id43133,<25,Female,No
id43134,<25,Male,No
id43135,<25,Male,No
id43136,<25,Female,No
id43137,<25,Male,No
id43138,<25,Male,No
id43139,<25,Male,No
id43140,<25,Male,Yes
id43141,<25,Female,No
id43142,<25,Female,No
id43143,<25,Male,No
id43144,<25,Female,No
id43145,25+,Female,No
id43146,<25,Female,No
id43147,25+,Male,No
id43148,<25,Female,No
id43149,<25,Female,No
id43150,<25,Male,No
id43151,<25,Female,No
id43152,<25,Female,No
id43153,25+,Male,No
id43154,25+,Male,No
id43155,<25,Female,No
id43156,<25,Male,No
id43157,<25,Male,No
id43158,25+,Female,No
id43159,<25,Male,No
id43160,<25,Female,No
id43161,<25,Female,No
id43162,<25,Male,No
id43163,<25,Male,No
id43164,<25,Male,Yes
id43165,25+,Male,No
id43166,<25,Female,Yes
id43167,<25,Female,No
id43168,<25,Male,No
id43169,<25,Male,No
id43170,<25,Male,No
id43171,<25,Female,No
id43172,<25,Male,Yes
id43173,<25,Female,No
id43174,<25,Female,No
id43175,<25,Female,No
id43176,<25,Female,No
id43177,<25,Male,No
id43178,<25,Female,No
id43179,<25,Female,No
id43180,<25,Male,No
id43181,<25,Male,No
id43182,<25,Male,Yes
id43183,<25,Male,No
id43184,<25,Male,No
id43185,<25,Male,No
id43186,<25,Female,No
id43187,25+,Male,No
id43188,<25,Male,No
id43189,<25,Male,Yes
id43190,<25,Female,No
id43191,<25,Male,No
id43192,<25,Male,No
id43193,25+,Female,No
id43194,<25,Male,No
id43195,<25,Female,No
id43196,<25,Male,No
id43197,<25,Female,No
id43198,<25,Male,No
id43199,<25,Female,No
id43200,<25,Female,No
id43201,25+,Female,No
id43202,<25,Male,No
id43203,25+,Female,No
id43204,<25,Male,No
id43205,<25,Female,No
id43206,<25,Male,No
id43207,<25,Female,No
id43208,<25,Male,Yes
id43209,<25,Male,No
id43210,<25,Male,No
id43211,<25,Female,No
id43212,<25,Female,No
id43213,<25,Male,No
id43214,<25,Female,No
id43215,25+,Female,No
id43216,<25,Female,Yes
id43217,<25,Female,No
id43218,<25,Female,Yes
id43219,<25,Female,No
id43220,<25,Male,No
id43221,<25,Female,No
id43222,<25,Female,Yes
id43223,<25,Male,No
id43224,<25,Male,No
id43225,<25,Male,Yes
id43226,<25,Male,Yes
id43227,25+,Male,Yes
id43228,<25,Female,Yes
id43229,<25,Male,No
id43230,<25,Female,No
id43231,25+,Male,No
id43232,<25,Female,No
id43233,<25,Male,No
id43234,<25,Male,No
id43235,25+,Female,No
id43236,<25,Female,No
id43237,25+,Female,No
id43238,<25,Male,No
id43239,<25,Female,Yes
id43240,<25,Male,No
id43241,<25,Female,No
id43242,25+,Female,No
id43243,25+,Female,No
id43244,<25,Female,Yes
id43245,<25,Female,No
id43246,<25,Female,No
id43247,<25,Female,No
id43248,<25,Male,No
id43249,25+,Male,No
id43250,25+,Female,No
id43251,<25,Female,No
id43252,<25,Male,No
id43253,<25,Female,No
id43254,25+,Male,No
id43255,<25,Male,No
id43256,25+,Male,No
id43257,<25,Male,No
id43258,<25,Female,No
id43259,25+,Female,No
id43260,<25,Male,No
id43261,25+,Male,No
id43262,<25,Male,No
id43263,25+,Male,No
id43264,<25,Female,No
id43265,<25,Male,No
id43266,<25,Male,No
id43267,<25,Male,No
id43268,25+,Female,No
id43269,<25,Female,No
id43270,<25,Male,No
id43271,<25,Female,Yes
id43272,<25,Female,Yes
id43273,<25,Male,Yes
id43274,<25,Male,No
id43275,<25,Male,Yes
id43276,<25,Female,No
id43277,25+,Female,No
id43278,25+,Female,No
id43279,<25,Male,Yes
id43280,25+,Male,No
id43281,<25,Male,No
id43282,<25,Male,No
id43283,25+,Female,Yes
id43284,<25,Male,No
id43285,<25,Male,No
id43286,<25,Male,No
id43287,25+,Male,No
id43288,<25,Male,No
id43289,<25,Male,No
id43290,<25,Male,No
id43291,<25,Female,No
id43292,<25,Male,No
id43293,<25,Male,No
id43294,<25,Male,No
id43295,<25,Male,No
id43296,<25,Female,No
id43297,25+,Female,Yes
id43298,<25,Male,Yes
id43299,25+,Female,No
id43300,<25,Female,No
id43301,25+,Female,No
id43302,<25,Female,No
id43303,<25,Male,No
id43304,<25,Female,No
id43305,<25,Male,Yes
id43306,25+,Female,No
id43307,25+,Male,No
id43308,<25,Male,No
id43309,25+,Male,No
id43310,<25,Female,Yes
id43311,25+,Male,No
id43312,<25,Female,No
id43313,<25,Male,No
id43314,<25,Female,No
id43315,<25,Female,No
id43316,<25,Female,No
id43317,25+,Male,No
id43318,<25,Female,No
id43319,<25,Female,No
id43320,<25,Male,Yes
id43321,25+,Male,No
id43322,25+,Female,No
id43323,<25,Female,No
id43324,25+,Female,No
id43325,<25,Male,Yes
id43326,<25,Female,No
id43327,<25,Female,No
id43328,25+,Male,No
id43329,<25,Male,No
id43330,<25,Male,No
id43331,<25,Male,No
id43332,25+,Female,No
id43333,<25,Female,No
id43334,<25,Male,No
id43335,<25,Female,No
id43336,25+,Female,No
id43337,<25,Male,No
id43338,<25,Male,No
id43339,<25,Male,No
id43340,<25,Male,Yes
id43341,<25,Female,No
id43342,<25,Female,No
id43343,<25,Female,No
id43344,<25,Female,No
id43345,<25,Male,No
id43346,<25,Female,No
id43347,<25,Male,Yes
id43348,<25,Male,No
id43349,<25,Male,No
id43350,<25,Female,No
id43351,<25,Female,No
id43352,25+,Female,No
id43353,25+,Female,Yes
id43354,<25,Male,No
id43355,<25,Male,Yes
id43356,<25,Female,No
id43357,<25,Male,No
id43358,<25,Male,Yes
id43359,<25,Female,No
id43360,25+,Female,No
id43361,25+,Male,No
id43362,<25,Female,No
id43363,<25,Male,No
id43364,<25,Male,No
id43365,25+,Female,No
id43366,<25,Male,No
id43367,<25,Male,No
id43368,<25,Male,No
id43369,<25,Female,No
id43370,<25,Male,No
id43371,25+,Male,Yes
id43372,<25,Male,No
id43373,25+,Male,No
id43374,<25,Male,No
id43375,25+,Female,No
id43376,25+,Male,No
id43377,<25,Female,No
id43378,25+,Female,No
id43379,<25,Female,No
id43380,<25,Female,No
id43381,<25,Female,No
id43382,<25,Male,No
id43383,<25,Female,Yes
id43384,25+,Male,No
id43385,<25,Female,No
id43386,<25,Female,No
id43387,<25,Male,No
id43388,<25,Male,No
id43389,<25,Male,Yes
id43390,<25,Female,No
id43391,<25,Male,No
id43392,<25,Female,No
id43393,<25,Female,No
id43394,<25,Female,No
id43395,<25,Male,No
id43396,<25,Male,No
id43397,<25,Male,No
id43398,<25,Male,No
id43399,<25,Male,No
id43400,25+,Male,No
id43401,25+,Female,No
id43402,<25,Female,No
id43403,<25,Male,No
id43404,25+,Female,No
id43405,25+,Male,No
id43406,<25,Male,No
id43407,<25,Female,No
id43408,<25,Male,No
id43409,25+,Male,No
id43410,<25,Female,No
id43411,<25,Female,No
id43412,<25,Female,No
id43413,<25,Male,No
id43414,<25,Male,No
id43415,<25,Female,No
id43416,<25,Male,No
id43417,<25,Male,No
id43418,<25,Male,No
id43419,<25,Female,No
id43420,<25,Male,No
id43421,<25,Male,No
id43422,<25,Female,Yes
id43423,<25,Female,No
id43424,<25,Female,No
id43425,<25,Female,No
id43426,25+,Female,No
id43427,<25,Male,No
id43428,<25,Female,No
id43429,25+,Male,No
id43430,<25,Female,No
id43431,<25,Male,No
id43432,<25,Female,No
id43433,25+,Female,No
id43434,25+,Male,No
id43435,<25,Female,No
id43436,<25,Female,No
id43437,<25,Female,No
id43438,25+,Male,No
id43439,<25,Male,No
id43440,25+,Male,No
id43441,<25,Male,No
id43442,<25,Female,No
id43443,<25,Female,No
id43444,<25,Female,No
id43445,<25,Female,No
id43446,25+,Male,No
id43447,25+,Female,No
id43448,<25,Female,No
id43449,<25,Male,No
id43450,<25,Female,Yes
id43451,<25,Female,No
id43452,<25,Male,No
id43453,<25,Male,No
id43454,<25,Female,No
id43455,<25,Male,No
id43456,<25,Male,Yes
id43457,<25,Female,Yes
id43458,25+,Male,No
id43459,<25,Male,No
id43460,25+,Female,No
id43461,<25,Female,No
id43462,<25,Female,No
id43463,<25,Male,No
id43464,<25,Male,No
id43465,<25,Male,No
id43466,25+,Male,No
id43467,<25,Male,No
id43468,<25,Female,Yes
id43469,25+,Male,No
id43470,<25,Female,No
id43471,25+,Male,Yes
id43472,<25,Male,No
id43473,<25,Female,No
id43474,25+,Female,No
id43475,25+,Male,No
id43476,<25,Male,Yes
id43477,<25,Male,Yes
id43478,<25,Female,No
id43479,<25,Female,No
id43480,<25,Male,No
id43481,<25,Female,No
id43482,<25,Female,No
id43483,<25,Male,No
id43484,<25,Male,No
id43485,<25,Female,No
id43486,<25,Female,No
id43487,25+,Male,No
id43488,<25,Female,No
id43489,<25,Female,No
id43490,25+,Male,No
id43491,25+,Male,No
id43492,<25,Male,No
id43493,<25,Female,No
id43494,25+,Female,No
id43495,<25,Female,No
id43496,25+,Female,No
id43497,<25,Female,Yes
id43498,<25,Male,No
id43499,<25,Male,Yes
id43500,25+,Male,No
id43501,<25,Male,No
id43502,<25,Male,Yes
id43503,<25,Female,Yes
id43504,25+,Male,No
id43505,<25,Female,No
id43506,<25,Male,No
id43507,<25,Female,No
id43508,25+,Male,Yes
id43509,<25,Female,Yes
id43510,<25,Female,Yes
id43511,<25,Male,Yes
id43512,<25,Male,No
id43513,<25,Female,No
id43514,<25,Male,No
id43515,25+,Female,No
id43516,25+,Male,No
id43517,<25,Male,No
id43518,<25,Male,No
id43519,<25,Male,No
id43520,<25,Male,Yes
id43521,<25,Male,Yes
id43522,25+,Female,No
id43523,<25,Male,No
id43524,25+,Male,Yes
id43525,<25,Female,Yes
id43526,25+,Male,No
id43527,<25,Male,No
id43528,<25,Female,No
id43529,<25,Female,No
id43530,25+,Male,No
id43531,<25,Male,Yes
id43532,25+,Male,No
id43533,<25,Female,No
id43534,<25,Female,No
id43535,<25,Female,No
id43536,<25,Male,No
id43537,<25,Female,No
id43538,25+,Female,No
id43539,<25,Female,No
id43540,25+,Male,Yes
id43541,<25,Female,No
id43542,<25,Male,Yes
id43543,<25,Female,No
id43544,25+,Female,No
id43545,<25,Female,No
id43546,<25,Female,No
id43547,25+,Female,No
id43548,<25,Male,No
id43549,<25,Male,No
id43550,25+,Male,No
id43551,<25,Male,No
id43552,<25,Female,No
id43553,<25,Female,No
id43554,25+,Female,Yes
id43555,25+,Male,No
id43556,<25,Male,No
id43557,25+,Male,No
id43558,<25,Female,No
id43559,<25,Female,No
id43560,<25,Female,Yes
id43561,<25,Male,No
id43562,25+,Female,No
id43563,<25,Female,No
id43564,<25,Female,No
id43565,25+,Male,No
id43566,<25,Female,No
id43567,<25,Female,No
id43568,<25,Female,No
id43569,<25,Male,No
id43570,25+,Male,Yes
id43571,25+,Male,No
id43572,25+,Male,Yes
id43573,<25,Male,No
id43574,25+,Male,No
id43575,<25,Male,No
id43576,<25,Female,Yes
id43577,<25,Male,No
id43578,<25,Male,No
id43579,25+,Female,No
id43580,<25,Female,Yes
id43581,<25,Female,No
id43582,<25,Male,Yes
id43583,<25,Male,No
id43584,<25,Female,Yes
id43585,<25,Male,No
id43586,<25,Female,No
id43587,25+,Male,No
id43588,<25,Male,No
id43589,<25,Female,No
id43590,<25,Female,No
id43591,<25,Male,No
id43592,25+,Male,No
id43593,25+,Male,No
id43594,25+,Male,No
id43595,25+,Female,No
id43596,<25,Male,No
id43597,<25,Female,No
id43598,25+,Female,No
id43599,<25,Female,No
id43600,<25,Female,No
id43601,<25,Female,No
id43602,<25,Female,No
id43603,<25,Female,Yes
id43604,<25,Female,No
id43605,25+,Female,No
id43606,<25,Female,Yes
id43607,<25,Female,No
id43608,<25,Male,Yes
id43609,<25,Male,No
id43610,<25,Male,No
id43611,<25,Male,Yes
id43612,25+,Male,No
id43613,<25,Female,No
id43614,<25,Female,No
id43615,25+,Female,No
id43616,<25,Female,No
id43617,<25,Male,No
id43618,<25,Female,Yes
id43619,<25,Male,No
id43620,<25,Female,No
id43621,25+,Male,Yes
id43622,<25,Male,No
id43623,<25,Male,No
id43624,<25,Male,No
id43625,<25,Female,No
id43626,<25,Female,No
id43627,<25,Male,No
id43628,<25,Female,No
id43629,25+,Male,No
id43630,<25,Male,No
id43631,<25,Female,No
id43632,<25,Male,No
id43633,<25,Female,No
id43634,25+,Female,No
id43635,<25,Male,No
id43636,<25,Male,No
id43637,25+,Female,No
id43638,<25,Male,No
id43639,<25,Female,Yes
id43640,25+,Male,No
id43641,<25,Male,Yes
id43642,25+,Female,No
id43643,<25,Female,No
id43644,<25,Male,No
id43645,<25,Male,No
id43646,25+,Male,No
id43647,<25,Male,No
id43648,<25,Female,No
id43649,<25,Male,No
id43650,<25,Male,Yes
id43651,<25,Female,No
id43652,<25,Male,No
id43653,<25,Female,Yes
id43654,<25,Female,No
id43655,25+,Male,No
id43656,<25,Female,No
id43657,<25,Female,No
id43658,25+,Female,No
id43659,<25,Female,No
id43660,<25,Female,No
id43661,<25,Female,Yes
id43662,25+,Female,No
id43663,<25,Female,No
id43664,<25,Male,No
id43665,<25,Female,No
id43666,<25,Male,No
id43667,25+,Male,No
id43668,25+,Female,No
id43669,<25,Female,No
id43670,<25,Male,No
id43671,<25,Female,Yes
id43672,25+,Female,No
id43673,<25,Male,No
id43674,25+,Male,No
id43675,<25,Male,No
id43676,<25,Male,No
id43677,<25,Female,No
id43678,25+,Male,No
id43679,<25,Female,No
id43680,<25,Male,No
id43681,<25,Female,No
id43682,25+,Male,No
id43683,<25,Male,No
id43684,<25,Male,No
id43685,<25,Female,Yes
id43686,25+,Female,No
id43687,<25,Female,No
id43688,<25,Female,No
id43689,<25,Male,No
id43690,<25,Male,No
id43691,<25,Female,No
id43692,<25,Female,No
id43693,<25,Male,No
id43694,<25,Male,No
id43695,<25,Female,No
id43696,25+,Female,No
id43697,<25,Male,No
id43698,<25,Female,No
id43699,<25,Male,No
id43700,<25,Male,No
id43701,<25,Female,No
id43702,25+,Male,No
id43703,<25,Male,Yes
id43704,<25,Female,No
id43705,<25,Male,No
id43706,<25,Female,Yes
id43707,25+,Male,No
id43708,<25,Female,No
id43709,25+,Female,No
id43710,<25,Male,No
id43711,<25,Female,No
id43712,<25,Female,No
id43713,<25,Male,No
id43714,25+,Male,No
id43715,25+,Female,No
id43716,<25,Male,No
id43717,<25,Male,No
id43718,<25,Male,No
id43719,25+,Male,Yes
id43720,<25,Male,No
id43721,<25,Female,Yes
id43722,25+,Female,Yes
id43723,<25,Male,No
id43724,<25,Female,No
id43725,<25,Male,No
id43726,<25,Female,No
id43727,<25,Female,No
id43728,<25,Female,No
id43729,<25,Male,Yes
id43730,<25,Male,No
id43731,<25,Female,No
id43732,<25,Female,Yes
id43733,<25,Female,No
id43734,<25,Male,Yes
id43735,<25,Male,No
id43736,<25,Male,No
id43737,<25,Male,No
id43738,<25,Male,No
id43739,<25,Female,No
id43740,<25,Female,No
id43741,<25,Female,No
id43742,<25,Male,No
id43743,<25,Female,No
id43744,<25,Female,No
id43745,<25,Female,No
id43746,<25,Male,Yes
id43747,<25,Male,No
id43748,<25,Male,No
id43749,<25,Male,Yes
id43750,<25,Female,No
id43751,25+,Female,No
id43752,<25,Male,No
id43753,<25,Female,No
id43754,<25,Female,No
id43755,<25,Female,No
id43756,25+,Male,Yes
id43757,<25,Female,No
id43758,<25,Male,No
id43759,<25,Male,No
id43760,25+,Male,No
id43761,<25,Male,Yes
id43762,<25,Male,No
id43763,<25,Male,No
id43764,<25,Female,Yes
id43765,<25,Male,No
id43766,<25,Female,No
id43767,25+,Female,No
id43768,<25,Female,No
id43769,25+,Female,No
id43770,<25,Male,Yes
id43771,<25,Female,No
id43772,<25,Male,Yes
id43773,<25,Male,No
id43774,<25,Female,No
id43775,<25,Male,No
id43776,<25,Female,No
id43777,<25,Male,No
id43778,<25,Male,No
id43779,<25,Female,No
id43780,<25,Male,No
id43781,<25,Male,No
id43782,<25,Female,No
id43783,<25,Male,No
id43784,<25,Male,No
id43785,<25,Male,No
id43786,<25,Female,Yes
id43787,<25,Female,No
id43788,<25,Female,No
id43789,25+,Male,No
id43790,<25,Female,No
id43791,<25,Female,No
id43792,25+,Male,No
id43793,<25,Female,No
id43794,<25,Female,No
id43795,<25,Male,No
id43796,25+,Female,No
id43797,<25,Female,No
id43798,<25,Female,Yes
id43799,<25,Male,Yes
id43800,<25,Male,Yes
id43801,<25,Female,No
id43802,25+,Male,No
id43803,<25,Female,No
id43804,<25,Male,No
id43805,<25,Female,No
id43806,<25,Female,Yes
id43807,25+,Male,Yes
id43808,25+,Male,No
id43809,<25,Male,No
id43810,25+,Male,No
id43811,25+,Male,No
id43812,25+,Male,No
id43813,25+,Female,No
id43814,25+,Female,No
id43815,<25,Male,No
id43816,<25,Female,No
id43817,<25,Male,Yes
id43818,<25,Female,Yes
id43819,25+,Female,Yes
id43820,<25,Male,No
id43821,<25,Female,No
id43822,25+,Male,No
id43823,<25,Male,No
id43824,<25,Male,No
id43825,<25,Female,No
id43826,<25,Female,No
id43827,<25,Male,No
id43828,<25,Male,No
id43829,25+,Female,No
id43830,<25,Female,No
id43831,<25,Male,No
id43832,<25,Male,No
id43833,<25,Male,No
id43834,25+,Male,No
id43835,<25,Female,Yes
id43836,<25,Male,No
id43837,<25,Female,Yes
id43838,<25,Male,No
id43839,<25,Male,No
id43840,<25,Male,Yes
id43841,25+,Male,No
id43842,<25,Male,No
id43843,<25,Female,Yes
id43844,25+,Male,Yes
id43845,<25,Female,No
id43846,<25,Male,No
id43847,25+,Female,No
id43848,<25,Male,No
id43849,<25,Male,No
id43850,<25,Female,No
id43851,<25,Male,Yes
id43852,<25,Male,No
id43853,<25,Male,No
id43854,<25,Female,No
id43855,25+,Female,No
id43856,25+,Female,No
id43857,<25,Female,No
id43858,<25,Female,No
id43859,<25,Male,No
id43860,<25,Male,No
id43861,<25,Male,No
id43862,25+,Female,No
id43863,<25,Male,No
id43864,<25,Female,No
id43865,<25,Male,No
id43866,<25,Male,No
id43867,25+,Male,No
id43868,<25,Male,No
id43869,<25,Male,No
id43870,<25,Male,No
id43871,25+,Female,No
id43872,25+,Female,No
id43873,<25,Male,No
id43874,25+,Female,No
id43875,25+,Female,No
id43876,<25,Male,No
id43877,<25,Male,No
id43878,<25,Female,No
id43879,<25,Male,No
id43880,25+,Male,No
id43881,25+,Male,No
id43882,<25,Male,No
id43883,<25,Female,Yes
id43884,<25,Male,No
id43885,<25,Female,No
id43886,<25,Male,No
id43887,<25,Female,No
id43888,<25,Female,Yes
id43889,<25,Male,Yes
id43890,<25,Male,No
id43891,<25,Female,No
id43892,<25,Male,No
id43893,<25,Female,No
id43894,<25,Female,No
id43895,<25,Male,No
id43896,<25,Male,No
id43897,25+,Female,No
id43898,25+,Female,No
id43899,25+,Female,No
id43900,25+,Female,No
id43901,<25,Male,No
id43902,25+,Male,No
id43903,<25,Male,No
id43904,<25,Male,No
id43905,<25,Male,No
id43906,<25,Female,No
id43907,<25,Female,No
id43908,25+,Male,No
id43909,<25,Male,No
id43910,<25,Female,Yes
id43911,<25,Female,Yes
id43912,25+,Male,Yes
id43913,<25,Male,No
id43914,<25,Male,Yes
id43915,<25,Female,No
id43916,<25,Male,No
id43917,<25,Female,Yes
id43918,<25,Male,No
id43919,25+,Female,No
id43920,<25,Female,No
id43921,25+,Female,No
id43922,<25,Male,No
id43923,<25,Female,No
id43924,<25,Female,Yes
id43925,25+,Male,No
id43926,25+,Female,No
id43927,25+,Female,No
id43928,<25,Female,No
id43929,<25,Female,No
id43930,<25,Female,No
id43931,25+,Male,No
id43932,<25,Female,No
id43933,25+,Male,Yes
id43934,<25,Female,No
id43935,25+,Male,No
id43936,<25,Female,Yes
id43937,25+,Female,No
id43938,<25,Female,No
id43939,<25,Male,No
id43940,<25,Female,No
id43941,25+,Female,Yes
id43942,<25,Female,No
id43943,25+,Female,No
id43944,<25,Male,No
id43945,<25,Male,No
id43946,25+,Male,No
id43947,<25,Male,No
id43948,<25,Female,Yes
id43949,<25,Female,No
id43950,<25,Male,No
id43951,<25,Male,No
id43952,<25,Male,No
id43953,25+,Female,No
id43954,<25,Female,No
id43955,<25,Male,No
id43956,<25,Male,Yes
id43957,<25,Male,Yes
id43958,<25,Female,No
id43959,<25,Male,No
id43960,<25,Female,Yes
id43961,25+,Female,No
id43962,<25,Male,No
id43963,<25,Male,No
id43964,25+,Male,No
id43965,<25,Male,No
id43966,25+,Male,No
id43967,<25,Male,No
id43968,<25,Female,Yes
id43969,<25,Female,No
id43970,<25,Male,No
id43971,<25,Male,No
id43972,<25,Male,No
id43973,<25,Female,No
id43974,<25,Male,Yes
id43975,<25,Male,No
id43976,<25,Female,No
id43977,<25,Male,No
id43978,<25,Male,No
id43979,25+,Male,No
id43980,25+,Male,No
id43981,<25,Female,No
id43982,<25,Female,No
id43983,25+,Female,No
id43984,25+,Male,No
id43985,<25,Male,Yes
id43986,<25,Female,No
id43987,25+,Female,No
id43988,<25,Male,No
id43989,<25,Female,No
id43990,<25,Female,No
id43991,<25,Male,No
id43992,<25,Female,No
id43993,<25,Female,No
id43994,25+,Male,No
id43995,25+,Male,No
id43996,<25,Male,No
id43997,<25,Female,No
id43998,25+,Male,No
id43999,25+,Male,No
id44000,<25,Male,No
id44001,25+,Male,Yes
id44002,25+,Female,No
id44003,<25,Female,No
id44004,25+,Male,No
id44005,<25,Male,No
id44006,<25,Male,Yes
id44007,<25,Male,No
id44008,<25,Female,No
id44009,<25,Female,No
id44010,<25,Male,Yes
id44011,25+,Male,No
id44012,<25,Female,No
id44013,<25,Female,Yes
id44014,<25,Male,No
id44015,<25,Female,No
id44016,<25,Male,No
id44017,<25,Female,No
id44018,25+,Male,No
id44019,<25,Male,No
id44020,<25,Male,Yes
id44021,25+,Male,No
id44022,25+,Female,No
id44023,<25,Male,Yes
id44024,<25,Female,No
id44025,<25,Male,No
id44026,<25,Male,Yes
id44027,<25,Male,Yes
id44028,25+,Male,No
id44029,<25,Female,No
id44030,<25,Male,No
id44031,25+,Male,Yes
id44032,25+,Male,No
id44033,25+,Male,No
id44034,<25,Male,No
id44035,25+,Male,Yes
id44036,<25,Male,No
id44037,<25,Male,No
id44038,<25,Male,No
id44039,<25,Male,Yes
id44040,<25,Male,No
id44041,<25,Female,No
id44042,<25,Male,Yes
id44043,25+,Female,Yes
id44044,25+,Male,No
id44045,<25,Male,No
id44046,25+,Female,No
id44047,<25,Male,No
id44048,<25,Male,No
id44049,<25,Male,Yes
id44050,<25,Male,No
id44051,25+,Male,No
id44052,25+,Female,No
id44053,<25,Male,No
id44054,<25,Male,No
id44055,<25,Female,No
id44056,<25,Male,Yes
id44057,25+,Female,No
id44058,25+,Male,Yes
id44059,<25,Male,Yes
id44060,25+,Male,No
id44061,<25,Female,No
id44062,<25,Male,No
id44063,<25,Female,No
id44064,25+,Male,No
id44065,25+,Female,No
id44066,<25,Male,No
id44067,<25,Male,No
id44068,<25,Male,No
id44069,<25,Female,No
id44070,<25,Female,No
id44071,<25,Male,No
id44072,25+,Male,No
id44073,<25,Male,No
id44074,25+,Male,No
id44075,<25,Female,No
id44076,<25,Male,No
id44077,<25,Female,No
id44078,<25,Female,No
id44079,<25,Male,Yes
id44080,<25,Female,Yes
id44081,<25,Male,Yes
id44082,<25,Female,No
id44083,<25,Female,No
id44084,<25,Female,No
id44085,25+,Male,No
id44086,25+,Male,No
id44087,<25,Female,No
id44088,<25,Male,No
id44089,25+,Male,No
id44090,<25,Male,No
id44091,<25,Male,No
id44092,<25,Female,No
id44093,<25,Male,No
id44094,<25,Female,No
id44095,25+,Male,No
id44096,<25,Male,No
id44097,25+,Female,No
id44098,<25,Female,No
id44099,25+,Male,No
id44100,<25,Male,No
id44101,<25,Male,No
id44102,<25,Female,No
id44103,25+,Male,Yes
id44104,<25,Female,No
id44105,<25,Female,No
id44106,<25,Female,No
id44107,25+,Male,No
id44108,25+,Male,No
id44109,<25,Male,Yes
id44110,<25,Female,No
id44111,<25,Male,No
id44112,<25,Female,No
id44113,<25,Female,No
id44114,<25,Female,No
id44115,<25,Female,Yes
id44116,<25,Female,Yes
id44117,25+,Male,No
id44118,<25,Male,No
id44119,<25,Female,No
id44120,<25,Male,No
id44121,<25,Female,No
id44122,<25,Male,Yes
id44123,<25,Female,No
id44124,<25,Male,No
id44125,<25,Female,No
id44126,<25,Male,No
id44127,<25,Male,No
id44128,<25,Female,Yes
id44129,<25,Male,No
id44130,<25,Female,No
id44131,<25,Female,Yes
id44132,<25,Male,No
id44133,25+,Female,No
id44134,<25,Male,No
id44135,25+,Female,No
id44136,25+,Female,No
id44137,<25,Male,Yes
id44138,25+,Female,No
id44139,25+,Female,No
id44140,<25,Male,No
id44141,<25,Male,No
id44142,<25,Male,No
id44143,<25,Female,No
id44144,<25,Female,Yes
id44145,<25,Male,No
id44146,<25,Female,Yes
id44147,<25,Male,No
id44148,<25,Female,No
