Payments,Costs,Profit,Age,Gender,AgeGroup
7800,7650,150,19,male,18-24
18600,10750,7850,26,female,25-39
11700,8200,3500,20,male,18-24
17850,12100,5750,27,female,25-39
16700,7250,9450,29,FEMALE,25-39
50300,21150,29150,18,female,18-24
32300,19900,12400,22,female,18-24
55150,24800,30350,22,female,18-24
20850,14050,6800,30,FEMALE,25-39
10000,7900,2100,18,male,18-24
11600,7950,3650,20,male,18-24
7500,7550,-50,18,male,18-24
13300,9450,3850,18,male,18-24
7600,8650,-1050,19,male,18-24
49250,17200,32050,22,female,18-24
108450,38800,69650,21,male,18-24
41950,9750,32200,18,female,18-24
18300,13400,4900,27,male,25-39
21150,10650,10500,31,male,25-39
24300,10400,13900,32,male,25-39
37000,17250,19750,18,female,18-24
9000,6450,2550,19,male,18-24
10550,7200,3350,18,male,18-24
10400,8750,1650,18,male,18-24
10200,7600,2600,18,male,18-24
12050,6950,5100,19,male,18-24
27800,13550,14250,19,female,18-24
23200,12900,10300,27,female,25-39
8250,9100,-850,18,male,18-24
56800,18450,38350,21,female,18-24
36100,13000,23100,18,female,18-24
11350,8050,3300,19,male,18-24
23950,15050,8900,37,Female,25-39
9400,7400,2000,20,male,18-24
11950,13350,-1400,25,male,25-39
42450,19500,22950,18,female,18-24
15450,7750,7700,18,male,18-24
9550,7200,2350,19,male,18-24
11250,8350,2900,18,male,18-24
6200,8450,-2250,20,male,18-24
10500,9000,1500,18,male,18-24
39250,14250,25000,18,female,18-24
13500,6900,6600,18,male,18-24
52750,16300,36450,19,female,18-24
11800,8900,2900,19,male,18-24
9200,9100,100,20,male,18-24
32600,11600,21000,18,female,18-24
20400,11850,8550,29,male,25-39
62050,17800,44250,21,female,18-24
30600,13000,17600,18,female,18-24
10800,8150,2650,18,male,18-24
10800,6900,3900,19,male,18-24
13700,10350,3350,28,male,25-39
7950,8050,-100,19,male,18-24
44300,16400,27900,18,female,18-24
11100,8150,2950,20,male,18-24
9100,9700,-600,20,male,18-24
40750,14050,26700,19,female,18-24
9800,8800,1000,19,male,18-24
38500,15000,23500,18,female,18-24
56400,16050,40350,19,female,18-24
21300,10000,11300,36,male,25-39
37650,19900,17750,18,female,18-24
109800,36350,73450,21,male,18-24
18900,11750,7150,31,Female,25-39
15050,13100,1950,34,Female,25-39
113650,48800,64850,24,male,18-24
6600,12050,-5450,29,male,25-39
22650,8600,14050,35,Female,25-39
10600,7250,3350,18,male,18-24
9500,9050,450,18,male,18-24
8750,6450,2300,20,male,18-24
11200,6350,4850,18,male,18-24
17850,14750,3100,32,Female,25-39
50950,17550,33400,21,female,18-24
15500,9400,6100,37,male,25-39
37650,14200,23450,18,female,18-24
55150,20550,34600,21,female,18-24
8500,7250,1250,18,male,18-24
40150,13850,26300,18,female,18-24
13800,13600,200,34,Female,25-39
19900,12500,7400,36,Female,25-39
9850,6300,3550,18,male,18-24
12600,7550,5050,20,male,18-24
42950,10800,32150,18,female,18-24
45550,13750,31800,19,female,18-24
19450,12750,6700,35,Female,25-39
10800,9400,1400,18,male,18-24
11650,7750,3900,18,male,18-24
18100,14600,3500,35,male,25-39
13100,7600,5500,19,male,18-24
29400,12400,17000,32,Female,25-39
39150,21650,17500,22,female,18-24
12800,7300,5500,18,male,18-24
29800,17850,11950,18,female,18-24
25600,10900,14700,27,female,25-39
23200,9900,13300,26,male,25-39
94250,42750,51500,21,male,18-24
20350,14000,6350,33,male,25-39
40650,14300,26350,18,female,18-24
41250,13350,27900,19,female,18-24
39700,17800,21900,18,female,18-24
51800,25950,25850,23,female,18-24
49200,21950,27250,21,female,18-24
19300,13250,6050,37,Female,25-39
7950,7300,650,18,male,18-24
42000,12900,29100,19,female,18-24
18900,11750,7150,25,female,25-39
7600,9050,-1450,18,male,18-24
17650,10850,6800,29,FEMALE,25-39
40000,15850,24150,18,female,18-24
40300,25500,14800,22,female,18-24
8250,7900,350,18,male,18-24
33600,17100,16500,19,female,18-24
8600,7900,700,19,male,18-24
10550,9900,650,19,male,18-24
11650,8950,2700,20,male,18-24
19900,14550,5350,35,male,25-39
61800,15700,46100,21,female,18-24
11500,7850,3650,19,male,18-24
5650,6850,-1200,18,male,18-24
16350,10050,6300,30,Female,25-39
42900,14850,28050,18,female,18-24
9150,8050,1100,18,male,18-24
37900,12150,25750,18,female,18-24
17600,10200,7400,31,male,25-39
10850,9100,1750,18,male,18-24
38450,9350,29100,19,female,18-24
46200,21300,24900,21,female,18-24
58400,22400,36000,22,female,18-24
16050,11300,4750,30,male,25-39
27250,15350,11900,20,female,18-24
8600,7800,800,19,male,18-24
47800,18400,29400,18,female,18-24
10150,6200,3950,18,male,18-24
124650,44300,80350,21,male,18-24
16400,8800,7600,18,male,18-24
10150,7500,2650,18,male,18-24
9650,6500,3150,20,male,18-24
9850,7950,1900,19,male,18-24
28200,9500,18700,34,male,25-39
10900,7100,3800,18,male,18-24
38500,22150,16350,24,female,18-24
11850,7850,4000,19,male,18-24
33850,16250,17600,18,female,18-24
13650,8650,5000,18,male,18-24
10450,7900,2550,19,male,18-24
44700,9500,35200,19,female,18-24
22850,12150,10700,29,FEMALE,25-39
21550,11150,10400,30,FEMALE,25-39
126250,48700,77550,21,male,18-24
8800,8050,750,19,male,18-24
16050,13850,2200,31,male,25-39
11450,7950,3500,18,male,18-24
13200,8900,4300,20,male,18-24
10250,7350,2900,18,male,18-24
21300,12500,8800,25,female,25-39
47300,15850,31450,19,female,18-24
41850,16100,25750,18,female,18-24
10000,6750,3250,18,male,18-24
19050,14750,4300,25,male,25-39
9850,8350,1500,18,male,18-24
50100,16600,33500,18,female,18-24
37650,17250,20400,19,female,18-24
12250,9050,3200,18,male,18-24
54500,9450,45050,19,female,18-24
10000,7450,2550,20,male,18-24
15550,11800,3750,36,male,25-39
22600,12550,10050,26,male,25-39
106300,45950,60350,24,male,18-24
44800,18100,26700,21,female,18-24
12200,7650,4550,20,male,18-24
40650,9900,30750,18,female,18-24
11150,8950,2200,18,male,18-24
43650,16300,27350,19,female,18-24
8600,9100,-500,18,male,18-24
13700,8350,5350,18,male,18-24
10700,8500,2200,18,male,18-24
18750,10750,8000,32,Female,25-39
14000,6300,7700,19,male,18-24
35800,10950,24850,18,female,18-24
17500,10950,6550,29,FEMALE,25-39
12600,9400,3200,19,male,18-24
7100,8900,-1800,20,male,18-24
6900,7300,-400,19,male,18-24
24200,13050,11150,19,female,18-24
63300,14700,48600,23,female,18-24
17100,13350,3750,26,female,25-39
37850,14500,23350,18,female,18-24
11600,8950,2650,18,male,18-24
18900,15950,2950,32,male,25-39
8100,8000,100,20,male,18-24
8600,8700,-100,20,male,18-24
42100,16450,25650,22,female,18-24
15850,12700,3150,29,male,25-39
24250,11700,12550,27,female,25-39
33950,15100,18850,18,female,18-24
45650,21200,24450,24,female,18-24
45200,17350,27850,18,female,18-24
44200,14300,29900,19,female,18-24
10600,6650,3950,18,male,18-24
110900,43400,67500,21,male,18-24
24050,10900,13150,34,male,25-39
9750,5850,3900,18,male,18-24
36550,14700,21850,18,female,18-24
18400,7700,10700,34,Female,25-39
43550,14300,29250,19,female,18-24
19500,11400,8100,38,male,25-39
27550,10000,17550,19,female,18-24
29900,18500,11400,18,female,18-24
134450,42850,91600,21,male,18-24
35100,10000,25100,18,female,18-24
49100,10750,38350,18,female,18-24
10600,6400,4200,18,male,18-24
20150,12800,7350,26,female,25-39
8900,7350,1550,20,male,18-24
23000,13850,9150,36,male,25-39
7400,7400,0,20,male,18-24
17050,12150,4900,34,Female,25-39
11700,7600,4100,20,male,18-24
38450,12700,25750,18,female,18-24
9350,7450,1900,19,male,18-24
8700,9450,-750,19,male,18-24
17500,14900,2600,33,male,25-39
43800,20700,23100,21,female,18-24
8200,6600,1600,18,male,18-24
11750,9100,2650,18,male,18-24
22450,13200,9250,34,Female,25-39
11600,8600,3000,20,male,18-24
4300,7550,-3250,18,male,18-24
133350,35450,97900,21,male,18-24
31400,13250,18150,19,female,18-24
9350,8050,1300,20,male,18-24
23450,10800,12650,29,FEMALE,25-39
40600,14100,26500,18,female,18-24
20250,11400,8850,26,male,25-39
12700,7650,5050,18,male,18-24
15950,11650,4300,30,male,25-39
12700,11700,1000,31,male,25-39
50250,13700,36550,19,female,18-24
15800,13250,2550,36,Female,25-39
9600,8350,1250,19,male,18-24
22200,12750,9450,25,female,25-39
5750,7900,-2150,19,male,18-24
8050,8900,-850,19,male,18-24
44550,8900,35650,18,female,18-24
9750,8150,1600,18,male,18-24
10500,7850,2650,20,male,18-24
42850,16200,26650,18,female,18-24
39650,15200,24450,18,female,18-24
25800,9100,16700,19,female,18-24
20150,11100,9050,31,Female,25-39
34800,16000,18800,18,female,18-24
126600,38600,88000,21,male,18-24
17300,12600,4700,31,male,25-39
33600,13750,19850,19,female,18-24
43800,18250,25550,18,female,18-24
113100,38500,74600,23,male,18-24
109700,39150,70550,21,male,18-24
9550,7550,2000,18,male,18-24
11500,11650,-150,45,female,40+
45000,14750,30250,18,female,18-24
44400,10100,34300,20,female,18-24
11650,7000,4650,19,male,18-24
47150,15200,31950,19,female,18-24
44000,14250,29750,18,female,18-24
11400,7300,4100,18,male,18-24
22950,8550,14400,34,male,25-39
41900,18600,23300,22,female,18-24
35850,12050,23800,18,female,18-24
11550,5900,5650,20,male,18-24
11550,6200,5350,18,male,18-24
27300,10850,16450,31,male,25-39
11250,7600,3650,18,male,18-24
14450,7300,7150,18,male,18-24
9600,7000,2600,19,male,18-24
10950,9300,1650,20,male,18-24
8200,8250,-50,18,male,18-24
21400,11950,9450,34,male,25-39
30750,16850,13900,19,female,18-24
8450,9250,-800,18,male,18-24
22200,11350,10850,26,male,25-39
18350,10900,7450,28,FEMALE,25-39
44600,16750,27850,18,female,18-24
36450,17900,18550,19,female,18-24
20200,11300,8900,31,Female,25-39
36900,15200,21700,18,female,18-24
21250,17450,3800,18,female,18-24
10700,7450,3250,18,male,18-24
47400,13050,34350,19,female,18-24
124250,40700,83550,22,male,18-24
17950,9950,8000,29,male,25-39
39800,10750,29050,18,female,18-24
59000,14400,44600,21,female,18-24
12250,8150,4100,18,male,18-24
46650,17800,28850,19,female,18-24
33200,17400,15800,19,female,18-24
42100,15150,26950,18,female,18-24
10300,8500,1800,18,male,18-24
10950,7500,3450,19,male,18-24
54700,25100,29600,21,female,18-24
25350,9150,16200,25,male,25-39
7750,9300,-1550,18,male,18-24
18950,11800,7150,35,male,25-39
15400,14950,450,27,male,25-39
38850,15800,23050,19,female,18-24
16400,15500,900,31,Female,25-39
13600,7250,6350,20,male,18-24
52400,11950,40450,19,female,18-24
14400,11350,3050,26,female,25-39
47650,14850,32800,20,female,18-24
57900,16300,41600,18,female,18-24
10650,8050,2600,20,male,18-24
11500,7300,4200,18,male,18-24
54000,13350,40650,21,female,18-24
14700,8300,6400,18,male,18-24
21950,13700,8250,28,FEMALE,25-39
43500,8350,35150,19,female,18-24
44600,18300,26300,19,female,18-24
8200,7050,1150,18,male,18-24
10550,8250,2300,18,male,18-24
56900,16200,40700,18,female,18-24
6800,8550,-1750,20,male,18-24
8900,9750,-850,20,male,18-24
16150,10700,5450,38,Female,25-39
15100,11000,4100,26,male,25-39
37550,19000,18550,18,female,18-24
20200,13150,7050,35,Female,25-39
43350,19900,23450,18,female,18-24
7200,6150,1050,19,male,18-24
8450,6850,1600,18,male,18-24
45750,23350,22400,24,female,18-24
63900,24950,38950,22,female,18-24
37900,13750,24150,18,female,18-24
10550,7600,2950,20,male,18-24
12400,7700,4700,19,male,18-24
7300,8450,-1150,18,male,18-24
43000,21250,21750,24,female,18-24
42550,26300,16250,21,female,18-24
44750,10150,34600,18,female,18-24
43050,13950,29100,18,female,18-24
19500,13400,6100,31,Female,25-39
10100,10200,-100,18,male,18-24
7700,8600,-900,18,male,18-24
55850,14000,41850,18,female,18-24
9800,9650,150,20,male,18-24
16350,7450,8900,33,male,25-39
9900,8500,1400,18,male,18-24
15200,10750,4450,30,male,25-39
8700,8900,-200,18,male,18-24
21500,9800,11700,29,male,25-39
11700,8350,3350,20,male,18-24
54250,20700,33550,22,female,18-24
122450,39050,83400,21,male,18-24
21900,13700,8200,26,male,25-39
16100,12650,3450,31,male,25-39
10500,7600,2900,18,male,18-24
33350,14100,19250,18,female,18-24
17100,13450,3650,39,male,25-39
10750,8600,2150,18,male,18-24
101400,43900,57500,23,male,18-24
41400,22050,19350,21,female,18-24
18100,12500,5600,29,FEMALE,25-39
10150,9450,700,18,male,18-24
17200,12400,4800,26,female,25-39
26150,10150,16000,26,female,25-39
34950,15000,19950,18,female,18-24
35250,22700,12550,18,female,18-24
20050,11900,8150,26,male,25-39
8250,7600,650,19,male,18-24
9600,11050,-1450,40,female,40+
123450,40400,83050,23,male,18-24
122100,42250,79850,23,male,18-24
18800,11350,7450,28,FEMALE,25-39
10750,7800,2950,20,male,18-24
9400,6850,2550,20,male,18-24
11650,9150,2500,20,male,18-24
6650,8050,-1400,20,male,18-24
30150,15450,14700,18,female,18-24
32400,15550,16850,19,female,18-24
8050,7600,450,19,male,18-24
28600,15650,12950,18,female,18-24
10250,8150,2100,19,male,18-24
11850,7750,4100,19,male,18-24
8500,6300,2200,19,male,18-24
34700,13750,20950,18,female,18-24
114400,38800,75600,21,male,18-24
37300,13150,24150,18,female,18-24
118200,37300,80900,23,male,18-24
6850,8000,-1150,20,male,18-24
9800,8600,1200,18,male,18-24
19150,13550,5600,34,male,25-39
8600,7650,950,20,male,18-24
12450,8650,3800,18,male,18-24
38400,16150,22250,19,female,18-24
12150,8500,3650,19,male,18-24
6850,10650,-3800,19,male,18-24
10500,7800,2700,19,male,18-24
14600,9150,5450,25,male,25-39
21650,9550,12100,36,male,25-39
42100,17600,24500,18,female,18-24
32900,18600,14300,19,female,18-24
10850,7400,3450,18,male,18-24
42950,9450,33500,19,female,18-24
15050,14550,500,31,Female,25-39
17150,13200,3950,31,Female,25-39
22350,13800,8550,28,FEMALE,25-39
7750,5850,1900,19,male,18-24
35800,11700,24100,20,female,18-24
24050,14100,9950,34,male,25-39
19000,12150,6850,25,female,25-39
10400,8350,2050,19,male,18-24
9250,7450,1800,18,male,18-24
7100,7350,-250,19,male,18-24
115450,40050,75400,21,male,18-24
47150,9500,37650,18,female,18-24
47900,17300,30600,21,female,18-24
34150,9550,24600,18,female,18-24
21050,11750,9300,31,Female,25-39
10750,9950,800,18,male,18-24
44200,15300,28900,19,female,18-24
31100,16900,14200,19,female,18-24
14800,7750,7050,19,male,18-24
8800,7050,1750,19,male,18-24
13350,12200,1150,37,Female,25-39
7700,7250,450,18,male,18-24
124250,43600,80650,21,male,18-24
23050,14800,8250,34,male,25-39
16450,11900,4550,28,FEMALE,25-39
7250,7700,-450,18,male,18-24
10500,6550,3950,18,male,18-24
9800,8400,1400,18,male,18-24
6400,8350,-1950,19,male,18-24
20950,13450,7500,34,male,25-39
22750,11750,11000,35,Female,25-39
6900,7700,-800,18,male,18-24
52100,16450,35650,18,female,18-24
40350,13450,26900,23,female,18-24
17250,11500,5750,37,Female,25-39
46300,24750,21550,21,female,18-24
133000,46250,86750,21,male,18-24
27000,10800,16200,32,Female,25-39
12300,11250,1050,40,female,40+
21000,11100,9900,33,Female,25-39
30850,10150,20700,37,male,25-39
12200,7250,4950,20,male,18-24
48950,20450,28500,22,female,18-24
12950,8650,4300,20,male,18-24
9400,7400,2000,20,male,18-24
119000,46800,72200,21,male,18-24
27650,8150,19500,19,female,18-24
53100,16550,36550,21,female,18-24
25150,7900,17250,30,male,25-39
12150,7150,5000,19,male,18-24
26000,7750,18250,25,female,25-39
51400,11250,40150,18,female,18-24
21700,12150,9550,26,female,25-39
36900,11100,25800,18,female,18-24
18750,13450,5300,31,male,25-39
20700,13650,7050,34,Female,25-39
8050,7600,450,18,male,18-24
55050,12850,42200,18,female,18-24
7650,7750,-100,18,male,18-24
10400,9150,1250,20,male,18-24
48400,16900,31500,18,female,18-24
19900,13700,6200,26,female,25-39
14700,8200,6500,19,male,18-24
12300,10550,1750,33,male,25-39
38700,7800,30900,19,female,18-24
9850,7000,2850,18,male,18-24
8550,9550,-1000,18,male,18-24
42700,14000,28700,18,female,18-24
34050,16250,17800,18,female,18-24
10350,6950,3400,18,male,18-24
12700,7950,4750,18,male,18-24
5100,8600,-3500,19,male,18-24
24700,11200,13500,27,female,25-39
24550,8200,16350,26,female,25-39
8800,8350,450,19,male,18-24
8750,7550,1200,18,male,18-24
26900,16850,10050,18,female,18-24
8950,7100,1850,19,male,18-24
55250,20750,34500,24,female,18-24
28250,15200,13050,19,female,18-24
7550,6950,600,19,male,18-24
21150,12800,8350,27,male,25-39
21050,11100,9950,31,Female,25-39
43000,13700,29300,18,female,18-24
8250,5250,3000,18,male,18-24
8250,7400,850,19,male,18-24
7550,8050,-500,18,male,18-24
9650,7450,2200,20,male,18-24
45550,11950,33600,19,female,18-24
130650,33100,97550,24,male,18-24
13900,10900,3000,34,male,25-39
43900,13750,30150,19,female,18-24
12050,8300,3750,19,male,18-24
11200,11850,-650,40,female,40+
7450,7250,200,18,male,18-24
8800,9200,-400,19,male,18-24
12050,12250,-200,41,female,40+
18100,8400,9700,34,male,25-39
7150,9050,-1900,18,male,18-24
25650,20400,5250,18,female,18-24
21300,13050,8250,26,female,25-39
129750,37650,92100,22,male,18-24
8850,7250,1600,18,male,18-24
22750,13550,9200,29,FEMALE,25-39
51650,21300,30350,21,female,18-24
46800,17000,29800,22,female,18-24
46000,24750,21250,21,female,18-24
12700,8100,4600,19,male,18-24
114700,40250,74450,21,male,18-24
17350,13200,4150,29,FEMALE,25-39
10750,8200,2550,20,male,18-24
12450,9500,2950,18,male,18-24
45200,19400,25800,24,female,18-24
122750,34750,88000,22,male,18-24
29950,12800,17150,19,female,18-24
49650,20900,28750,22,female,18-24
19400,10650,8750,38,Female,25-39
13500,8050,5450,18,male,18-24
10300,10200,100,40,male,40+
19700,11250,8450,32,Female,25-39
22300,9150,13150,28,male,25-39
15200,13150,2050,33,Female,25-39
20500,13400,7100,32,male,25-39
47350,22100,25250,21,female,18-24
8850,7350,1500,19,male,18-24
55100,17450,37650,24,female,18-24
11450,7850,3600,18,male,18-24
9750,6200,3550,19,male,18-24
41200,15800,25400,18,female,18-24
19700,13200,6500,26,female,25-39
9850,7900,1950,18,male,18-24
123850,35300,88550,23,male,18-24
49400,19000,30400,18,female,18-24
29150,10900,18250,18,female,18-24
46100,13450,32650,18,female,18-24
52800,17800,35000,18,female,18-24
8450,7150,1300,19,male,18-24
40650,18900,21750,19,female,18-24
52900,13850,39050,18,female,18-24
13200,7150,6050,19,male,18-24
61400,10700,50700,19,female,18-24
16300,12200,4100,36,Female,25-39
8500,9300,-800,20,male,18-24
16800,14800,2000,29,male,25-39
9000,9350,-350,19,male,18-24
9150,8000,1150,20,male,18-24
41350,20350,21000,22,female,18-24
18750,14100,4650,26,male,25-39
44700,16300,28400,18,female,18-24
5700,7000,-1300,19,male,18-24
12100,6550,5550,18,male,18-24
24050,10000,14050,38,male,25-39
55150,16100,39050,18,female,18-24
17900,15650,2250,26,male,25-39
41200,18900,22300,18,female,18-24
9300,7600,1700,19,male,18-24
39650,15000,24650,18,female,18-24
31550,10000,21550,18,female,18-24
7300,9650,-2350,18,male,18-24
9950,7500,2450,18,male,18-24
12700,7700,5000,18,male,18-24
7450,7700,-250,18,male,18-24
7900,7250,650,19,male,18-24
8500,9100,-600,18,male,18-24
58150,26950,31200,23,female,18-24
126600,42750,83850,22,male,18-24
46300,13950,32350,18,female,18-24
5950,8650,-2700,20,male,18-24
117250,37200,80050,22,male,18-24
49050,17600,31450,22,female,18-24
9550,5950,3600,20,male,18-24
17750,12650,5100,36,Female,25-39
33100,15800,17300,19,female,18-24
10250,6050,4200,19,male,18-24
40900,17350,23550,22,female,18-24
42300,18000,24300,19,female,18-24
13650,8600,5050,19,male,18-24
40600,11600,29000,19,female,18-24
34750,10150,24600,18,female,18-24
30700,13050,17650,18,female,18-24
8500,7500,1000,19,male,18-24
14000,10450,3550,19,male,18-24
7350,8900,-1550,18,male,18-24
44700,13200,31500,18,female,18-24
37100,12400,24700,18,female,18-24
131900,36550,95350,21,male,18-24
21900,15050,6850,27,male,25-39
10600,8900,1700,19,male,18-24
14000,12250,1750,38,male,25-39
36600,14950,21650,19,female,18-24
114550,38400,76150,21,male,18-24
18000,11950,6050,34,Female,25-39
10100,9150,950,19,male,18-24
13150,7700,5450,18,male,18-24
10000,11250,-1250,41,female,40+
11000,9000,2000,18,male,18-24
9600,7850,1750,18,male,18-24
33300,18300,15000,19,female,18-24
47250,14050,33200,19,female,18-24
12150,8250,3900,18,male,18-24
9600,6900,2700,19,male,18-24
11600,6750,4850,18,male,18-24
8950,12200,-3250,27,female,25-39
10150,14600,-4450,34,Female,25-39
3750,10000,-6250,18,male,18-24
11050,9450,1600,18,male,18-24
42200,11300,30900,18,female,18-24
25100,10350,14750,32,Female,25-39
10800,9700,1100,18,male,18-24
44800,9900,34900,19,female,18-24
24900,8850,16050,36,Female,25-39
47600,16750,30850,18,female,18-24
43000,17650,25350,18,female,18-24
36550,17000,19550,18,female,18-24
111950,39050,72900,22,male,18-24
21750,12200,9550,25,female,25-39
12550,8000,4550,18,male,18-24
7150,8600,-1450,19,male,18-24
8950,8200,750,18,male,18-24
39300,20350,18950,18,female,18-24
15300,7600,7700,19,male,18-24
11850,7050,4800,18,male,18-24
9550,7000,2550,18,male,18-24
20500,10100,10400,27,female,25-39
6400,6150,250,19,male,18-24
38300,11950,26350,19,female,18-24
37600,17000,20600,18,female,18-24
20800,12650,8150,31,male,25-39
7350,9150,-1800,20,male,18-24
14650,12800,1850,25,male,25-39
21000,9450,11550,30,male,25-39
46150,23300,22850,21,female,18-24
22950,11500,11450,33,male,25-39
56950,20400,36550,22,female,18-24
28650,10300,18350,36,Female,25-39
44200,16350,27850,20,female,18-24
51450,22100,29350,21,female,18-24
8900,9750,-850,18,male,18-24
8500,6050,2450,20,male,18-24
11550,6150,5400,18,male,18-24
113800,44700,69100,21,male,18-24
15700,12100,3600,31,male,25-39
14200,6450,7750,18,male,18-24
51800,13250,38550,18,female,18-24
10200,7350,2850,18,male,18-24
21350,12000,9350,37,male,25-39
54550,17350,37200,18,female,18-24
24700,11200,13500,29,male,25-39
24250,12600,11650,38,male,25-39
47450,11800,35650,19,female,18-24
15650,14450,1200,26,male,25-39
6600,6700,-100,18,male,18-24
10250,7650,2600,18,male,18-24
41300,14800,26500,18,female,18-24
22700,10450,12250,26,male,25-39
8450,7350,1100,20,male,18-24
22600,16700,5900,25,male,25-39
10950,6700,4250,18,male,18-24
46500,23550,22950,21,female,18-24
113900,35550,78350,23,male,18-24
51000,11100,39900,18,female,18-24
50550,16850,33700,18,female,18-24
9500,7650,1850,19,male,18-24
10800,9150,1650,19,male,18-24
9100,6950,2150,18,male,18-24
39300,15250,24050,19,female,18-24
110750,43600,67150,21,male,18-24
6650,9850,-3200,18,male,18-24
14300,6250,8050,19,male,18-24
104900,39100,65800,21,male,18-24
10900,7800,3100,19,male,18-24
25300,8800,16500,26,female,25-39
42400,17300,25100,19,female,18-24
43550,19600,23950,18,female,18-24
25900,11450,14450,26,female,25-39
9550,9300,250,18,male,18-24
118100,40650,77450,24,male,18-24
10350,7850,2500,18,male,18-24
8500,8650,-150,18,male,18-24
8700,8250,450,19,male,18-24
7850,7950,-100,20,male,18-24
9250,7300,1950,18,male,18-24
8250,8550,-300,19,male,18-24
10650,8000,2650,18,male,18-24
12250,8450,3800,19,male,18-24
11600,10100,1500,19,male,18-24
120250,35150,85100,21,male,18-24
7700,8800,-1100,18,male,18-24
8650,7150,1500,18,male,18-24
40900,12250,28650,18,female,18-24
31850,13100,18750,19,female,18-24
10600,7750,2850,20,male,18-24
23950,11550,12400,39,Female,25-39
43600,20800,22800,21,female,18-24
8500,6900,1600,20,male,18-24
19000,11350,7650,30,FEMALE,25-39
10250,7950,2300,18,male,18-24
52700,17650,35050,19,female,18-24
40450,15000,25450,18,female,18-24
31050,16150,14900,18,female,18-24
23250,10700,12550,34,male,25-39
23150,18100,5050,18,female,18-24
9300,7450,1850,18,male,18-24
10750,8750,2000,19,male,18-24
12750,8000,4750,18,male,18-24
9950,6750,3200,20,male,18-24
45750,12400,33350,18,female,18-24
20300,13850,6450,38,male,25-39
112350,42200,70150,23,male,18-24
12700,8900,3800,19,male,18-24
29750,12600,17150,19,female,18-24
25300,12700,12600,25,female,25-39
44500,18900,25600,19,female,18-24
20450,13400,7050,26,male,25-39
7850,7550,300,18,male,18-24
36500,19200,17300,18,female,18-24
6700,6800,-100,18,male,18-24
19000,9950,9050,28,FEMALE,25-39
19900,9850,10050,27,male,25-39
15250,9350,5900,33,Female,25-39
118550,40750,77800,22,male,18-24
11850,7950,3900,18,male,18-24
23300,6750,16550,28,male,25-39
43850,17850,26000,19,female,18-24
18300,11900,6400,30,Female,25-39
25600,10950,14650,27,female,25-39
48850,15300,33550,18,female,18-24
50200,7000,43200,20,female,18-24
10550,9300,1250,19,male,18-24
21700,15650,6050,27,male,25-39
9900,6350,3550,18,male,18-24
19350,13350,6000,28,FEMALE,25-39
13100,13700,-600,26,male,25-39
24600,14200,10400,26,male,25-39
8750,7050,1700,20,male,18-24
8200,7350,850,19,male,18-24
22350,14350,8000,36,male,25-39
12300,7650,4650,18,male,18-24
49800,15250,34550,21,female,18-24
46500,20100,26400,18,female,18-24
8600,7750,850,19,male,18-24
11550,9300,2250,18,male,18-24
44850,13450,31400,18,female,18-24
8350,8200,150,20,male,18-24
7800,7500,300,18,male,18-24
13000,7300,5700,19,male,18-24
19600,9300,10300,36,Female,25-39
18050,12700,5350,25,male,25-39
11300,7300,4000,19,male,18-24
42300,15200,27100,18,female,18-24
6750,9250,-2500,18,male,18-24
6150,8550,-2400,19,male,18-24
109600,41800,67800,21,male,18-24
12000,15300,-3300,25,female,25-39
21800,13250,8550,25,female,25-39
47850,19250,28600,19,female,18-24
49950,9400,40550,18,female,18-24
14950,8300,6650,19,male,18-24
4750,6300,-1550,18,male,18-24
7750,7850,-100,18,male,18-24
42350,15800,26550,19,female,18-24
9200,7800,1400,20,male,18-24
10250,11550,-1300,43,female,40+
48100,15500,32600,19,female,18-24
131650,39850,91800,22,male,18-24
9550,7650,1900,18,male,18-24
20700,11250,9450,31,Female,25-39
40200,13500,26700,19,female,18-24
35050,21000,14050,21,female,18-24
63850,19300,44550,24,female,18-24
10350,8500,1850,19,male,18-24
52650,19100,33550,21,female,18-24
42200,15250,26950,19,female,18-24
12950,10000,2950,19,male,18-24
11450,6850,4600,18,male,18-24
16450,16550,-100,34,Female,25-39
33700,15850,17850,18,female,18-24
44800,16050,28750,19,female,18-24
12500,8050,4450,18,male,18-24
22300,12600,9700,34,Female,25-39
11350,14650,-3300,31,Female,25-39
44300,19000,25300,18,female,18-24
41550,17150,24400,18,female,18-24
19750,9100,10650,25,female,25-39
19800,11400,8400,28,male,25-39
17800,12500,5300,27,male,25-39
9900,9500,400,20,male,18-24
55500,17900,37600,18,female,18-24
8550,7950,600,20,male,18-24
8150,7750,400,19,male,18-24
37700,12200,25500,18,female,18-24
16900,11350,5550,31,Female,25-39
10750,7450,3300,19,male,18-24
8600,9000,-400,20,male,18-24
9700,7600,2100,18,male,18-24
38750,15750,23000,18,female,18-24
41050,22850,18200,21,female,18-24
17500,12500,5000,27,female,25-39
11050,9050,2000,18,male,18-24
110350,41050,69300,21,male,18-24
16150,6200,9950,18,male,18-24
48100,9650,38450,18,female,18-24
9350,7050,2300,18,male,18-24
17900,11900,6000,33,male,25-39
19300,12750,6550,32,Female,25-39
8100,8550,-450,18,male,18-24
10150,10550,-400,32,male,25-39
12200,7000,5200,18,male,18-24
9100,12650,-3550,40,female,40+
8850,10200,-1350,18,male,18-24
8350,9750,-1400,18,male,18-24
